,TIPLOC,TOC_New
1711,NWEMJN,SN (5.26%); VT (94.74%)
1712,NWLANSB,GW (48.29%); LM (51.71%)
1713,NWMILSC,EM (31.17%); NT (16.88%); TP (51.95%)
1714,NWMILSJ,EM (30.54%); NT (37.06%); TP (32.4%)
1715,NWPTRTG,AW (18.73%); GW (33.78%); XC (4.35%); ZZ (43.14%)
1716,NWRKCAS,EM (100.0%)
1717,NWRKCEJ,EM (78.98%); GR (21.02%)
1718,NWRKFC,CS (0.56%); EM (15.46%); GC (9.07%); GR (63.7%); HT (6.27%); LD (4.63%); ZZ (0.32%)
1719,NWSTEAD,EM (100.0%)
1720,NWTL,CS (68.57%); SR (29.52%); VT (1.9%)
1721,NWTLEJ,CS (6.26%); GR (2.05%); SR (51.35%); TP (14.04%); VT (21.08%); XC (5.03%); ZZ (0.19%)
1722,NWTLWJ,CS (4.98%); GR (1.15%); SR (71.23%); TP (7.89%); VT (11.81%); XC (2.83%); ZZ (0.11%)
1723,NWTNLW,AW (28.81%); EM (11.86%); NT (52.12%); TP (5.93%); ZZ (1.27%)
1724,NWTOA,LS (1.05%); SR (98.95%)
1725,NWTP,ZZ (100.0%)
1726,OAKHAM,EM (40.62%); XC (28.12%); ZZ (31.25%)
1727,OAKHASH,EM (15.37%); XC (83.24%); ZZ (1.39%)
1728,OAKNGTS,AW (71.43%); LM (25.71%); VT (2.86%)
1729,OCKENDN,CC (100.0%)
1730,OKLGHPK,CS (0.65%); GN (14.01%); GR (23.78%); HT (0.65%); LD (2.61%); TL (57.65%); ZZ (0.65%)
1731,OKNSHSJ,NT (100.0%)
1732,OKNSHWJ,NT (100.0%)
1733,OLDFLDP,GW (100.0%)
1734,OLDKRDJ,LO (50.0%); SN (49.51%); TL (0.49%)
1735,OLDOKCE,XR (80.42%); ZZ (19.58%)
1736,OLDOXAR,XR (100.0%)
1737,OLDOXBL,XR (82.68%); ZZ (17.32%)
1738,OLDOXDP,XR (100.0%)
1739,OLIVEMJ,EM (1.0%); NT (74.37%); TP (24.64%)
1740,ORDSLLJ,AW (12.89%); EM (0.5%); NT (65.1%); TP (20.33%); VT (0.98%); WR (0.14%); ZZ (0.05%)
1741,OREE,SE (100.0%)
1742,ORMMSID,NT (97.47%); WR (2.53%)
1743,ORPNGTN,SE (97.64%); TL (0.92%); ZZ (1.44%)
1744,OTFORD,SE (100.0%)
1745,OTFORDJ,SE (50.79%); TL (48.09%); ZZ (1.12%)
1746,OULTBNJ,LE (100.0%)
1747,OXEN45,NT (100.0%)
1748,OXENHLM,CS (20.71%); LS (1.63%); TP (21.8%); VT (54.77%); WR (1.09%)
1749,OXFD,GW (33.33%); LS (22.22%); ZZ (44.44%)
1750,OXFDNNJ,CH (61.41%); GW (24.84%); XC (13.5%); ZZ (0.24%)
1751,OXFDUDP,GW (100.0%)
1752,OXFDWRJ,CH (99.46%); ZZ (0.54%)
1753,OXFPWAY,CH (93.33%); ZZ (6.67%)
1754,OXTE306,SN (100.0%)
1755,OXTED,SN (50.39%); TL (49.61%)
1756,OXWLCO,CS (1.12%); GR (54.99%); LD (8.67%); TP (11.18%); WR (0.09%); XC (23.95%)
1757,PADTLL,XR (100.0%)
1758,PALMRSG,GN (31.25%); TL (68.75%)
1759,PANYPER,AW (100.0%)
1760,PARADSJ,ME (100.0%)
1761,PARBOLD,NT (100.0%)
1762,PARR,GW (50.65%); XC (49.35%)
1763,PARSNST,GW (65.44%); LS (0.53%); WR (0.26%); XC (33.64%); ZZ (0.13%)
1764,PARTNNJ,NT (100.0%)
1765,PARTON,NT (100.0%)
1766,PATCHWY,GW (97.57%); LS (0.1%); XC (1.76%); ZZ (0.57%)
1767,PBLJWM,AW (3.88%); LM (85.88%); LS (0.5%); VT (3.75%); WR (0.25%); XC (5.75%)
1768,PBRO,CS (1.23%); GC (19.38%); GN (2.46%); GR (52.62%); HT (13.9%); LD (10.26%); ZZ (0.15%)
1769,PBRO458,GN (96.2%); ZZ (3.8%)
1770,PBROE,EM (36.67%); LE (21.27%); XC (42.06%)
1771,PCHESTR,GW (36.36%); SW (63.64%)
1772,PCKHMQD,LO (36.0%); SN (64.0%)
1773,PCKHMRY,SE (78.57%); TL (14.29%); ZZ (7.14%)
1774,PCRKJN,GW (11.75%); SN (31.93%); SW (56.32%)
1775,PEARTRE,EM (100.0%)
1776,PELAW,GC (13.93%); GR (9.44%); NT (76.63%)
1777,PELHMST,EM (100.0%)
1778,PENACSJ,AW (99.95%); LS (0.05%)
1779,PENCOED,AW (100.0%)
1780,PENEW,LO (13.78%); SN (23.28%); TL (62.95%)
1781,PENGAMJ,AW (94.85%); ZZ (5.15%)
1782,PENTCNJ,AW (98.62%); GW (1.38%)
1783,PERTH,SR (13.04%); ZZ (86.96%)
1784,PETLBGJ,GR (2.95%); LS (0.48%); NT (95.7%); WR (0.88%)
1785,PETSWD,SE (100.0%)
1786,PETSWDJ,SE (93.99%); TL (5.8%); ZZ (0.21%)
1787,PEWSEY,GW (100.0%)
1788,PHILPK1,NT (38.61%); TP (61.02%); WR (0.36%)
1789,PHILPK2,NT (71.61%); TP (28.39%)
1790,PILNING,GW (98.2%); LS (0.08%); XC (1.3%); ZZ (0.42%)
1791,PINHOE,GW (79.41%); SW (20.59%)
1792,PINXTON,EM (53.85%); ZZ (46.15%)
1793,PITSEA,CC (97.47%); WR (0.84%); ZZ (1.69%)
1794,PKBGJN,SE (99.95%); ZZ (0.05%)
1795,PKHMRYC,LO (10.84%); SN (83.84%); TL (5.32%)
1796,PKLNJN,GC (13.36%); GR (8.06%); NT (78.57%)
1797,PKSDJT,AW (21.81%); EM (0.84%); NT (57.34%); TP (18.05%); VT (1.54%); WR (0.33%); ZZ (0.09%)
1798,PKWD,SE (87.1%); ZZ (12.9%)
1799,PLKLHDE,SR (100.0%)
1800,PLMD779,CS (15.04%); VT (84.96%)
1801,PLMPTON,SN (100.0%)
1802,PLMS,SE (97.74%); ZZ (2.26%)
1803,PLMSEJ,XR (100.0%)
1804,PLSNGTN,NT (100.0%)
1805,PLTNLFY,NT (53.16%); VT (46.84%)
1806,PLUMSB,AW (6.8%); NT (93.2%)
1807,PMBRYBP,AW (61.73%); GW (38.27%)
1808,PNGEE,SE (100.0%)
1809,PNKRDG,LM (5.97%); LS (1.07%); VT (41.11%); WR (0.24%); XC (48.57%); ZZ (3.04%)
1810,PNMNMWR,AW (56.64%); VT (43.36%)
1811,PNTH,CS (15.77%); LS (1.24%); TP (16.18%); VT (65.35%); WR (1.45%)
1812,PNWTHRJ,GW (95.3%); XC (4.7%)
1813,PNYF,AW (100.0%)
1814,POINTPJ,SW (100.0%)
1815,POLGATE,SN (100.0%)
1816,POLMONT,CS (6.89%); GR (13.22%); SR (75.9%); VT (2.89%); WR (0.55%); ZZ (0.55%)
1817,PONTRLS,AW (96.21%); GW (3.61%); ZZ (0.18%)
1818,PONYCLN,AW (47.42%); GW (52.58%)
1819,POOLE,LS (0.54%); SW (99.46%)
1820,PORTOBL,CS (0.61%); GR (30.08%); LD (4.74%); SR (41.58%); TP (6.12%); VT (0.51%); WR (0.2%); XC (15.75%); ZZ (0.41%)
1821,POTRSBR,CS (0.29%); GC (4.8%); GN (19.21%); GR (36.38%); HT (3.29%); LD (2.28%); TL (33.62%); ZZ (0.12%)
1822,POUPRTJ,SN (82.86%); ZZ (17.14%)
1823,POYNTON,NT (35.29%); XC (64.71%)
1824,PPAN,CS (1.09%); GR (53.44%); LD (8.42%); SR (2.9%); TP (10.87%); WR (0.09%); XC (23.19%)
1825,PRBRITJ,SW (98.42%); ZZ (1.58%)
1826,PREES,AW (98.87%); ZZ (1.13%)
1827,PRINRIS,CH (100.0%)
1828,PRKJNTH,AW (100.0%)
1829,PRKJT,AW (100.0%)
1830,PRKSGJN,LE (100.0%)
1831,PRKSTON,LE (100.0%)
1832,PRNCSTG,CS (3.74%); GR (3.78%); SR (82.18%); TP (3.7%); VT (3.11%); WR (0.05%); XC (2.57%); ZZ (0.87%)
1833,PROBUS,GW (94.9%); XC (5.1%)
1834,PROOFHJ,AW (5.36%); LM (44.51%); VT (11.81%); WR (0.02%); XC (38.28%); ZZ (0.02%)
1835,PRSP,GX (35.67%); SN (21.96%); TL (42.37%)
1836,PRST,LS (7.84%); NT (54.9%); WR (37.25%)
1837,PRSTNFJ,CS (1.29%); LS (0.14%); NT (66.25%); TP (12.16%); VT (19.23%); WR (0.94%)
1838,PRSTRJN,CS (1.19%); LS (0.16%); NT (65.95%); TP (10.74%); VT (21.1%); WR (0.86%)
1839,PRSTSKB,NT (12.5%); WR (87.5%)
1840,PRTOBJP,GW (46.31%); HX (17.12%); XR (36.5%); ZZ (0.07%)
1841,PRUDHOE,GR (70.89%); LS (2.53%); NT (20.25%); WR (6.33%)
1842,PRYBR,AW (4.08%); LM (69.39%); XC (26.53%)
1843,PRYBRNJ,AW (0.99%); LM (96.3%); LS (0.13%); VT (0.96%); WR (0.06%); XC (1.47%); ZZ (0.1%)
1844,PRYBRWJ,LM (96.86%); LS (0.24%); VT (1.69%); XC (1.21%)
1845,PSBY,NT (35.29%); XC (64.71%)
1846,PSEA,GW (4.84%); SN (56.45%); SW (38.71%)
1847,PSLDAWH,SN (100.0%)
1848,PSLYGST,SR (70.97%); ZZ (29.03%)
1849,PSTA,AW (51.49%); LS (1.98%); VT (39.6%); ZZ (6.93%)
1850,PSTH,NT (100.0%)
1851,PTALBOT,AW (29.51%); GW (70.49%)
1852,PTCK,SR (100.0%)
1853,PTFTMGJ,XC (100.0%)
1854,PTFTMHL,GR (3.95%); NT (88.16%); XC (7.89%)
1855,PTGLSGW,SR (20.0%); ZZ (80.0%)
1856,PTLCHRY,ZZ (100.0%)
1857,PTRSFLD,SW (71.3%); XC (28.7%)
1858,PTYPRID,AW (100.0%)
1859,PUDGMLL,XR (100.0%)
1860,PULBRO,SN (100.0%)
1861,PURFLET,CC (94.19%); WR (2.58%); ZZ (3.23%)
1862,PURLEY,GX (13.18%); SE (0.85%); SN (42.14%); TL (43.42%); WR (0.03%); ZZ (0.37%)
1863,PURLEYO,GX (6.02%); SN (35.73%); TL (58.25%)
1864,PUTNEY,SW (100.0%)
1865,PVNSYAW,SN (100.0%)
1866,PVNSYBY,SN (100.0%)
1867,PWCK,LS (3.17%); SR (96.83%)
1868,PWTH,CS (18.87%); LM (13.21%); VT (60.38%); ZZ (7.55%)
1869,PYEWIPJ,EM (70.8%); GR (15.04%); NT (14.16%)
1870,QPRK,CS (1.43%); LM (22.06%); LO (33.24%); LT (27.51%); VT (15.76%)
1871,QPRKAC,ZZ (100.0%)
1872,QPRKJ,LO (88.59%); LT (11.41%)
1873,QTRDBAT,SW (100.0%)
1874,QUAD070,EM (100.0%)
1875,QUAD071,EM (100.0%)
1876,QUENBRO,SE (100.0%)
1877,QUNPARK,SR (100.0%)
1878,RADFDJ,EM (71.36%); NT (28.64%)
1879,RADLETJ,EM (33.49%); TL (66.16%); ZZ (0.34%)
1880,RADLETT,EM (32.61%); TL (67.39%)
1881,RADNOT,EM (100.0%)
1882,RADYR,AW (100.0%)
1883,RAINHEJ,SE (98.21%); ZZ (1.79%)
1884,RAINHMK,SE (80.33%); ZZ (19.67%)
1885,RAMMIEX,SE (100.0%)
1886,RAMMKEX,SE (100.0%)
1887,RAMSDWS,SE (100.0%)
1888,RAMSGTE,SE (41.82%); ZZ (58.18%)
1889,RATCLFJ,EM (70.27%); XC (5.41%); ZZ (24.32%)
1890,RAUCEBY,EM (100.0%)
1891,RAYNSPK,SW (98.56%); ZZ (1.44%)
1892,RBRN,SE (86.36%); TL (9.09%); ZZ (4.55%)
1893,RBRTSBD,SE (100.0%)
1894,RCHDALE,NT (1.61%); TP (97.19%); WR (1.2%)
1895,RCHDLEJ,NT (90.74%); TP (9.15%); WR (0.11%)
1896,RCHT,SE (85.58%); TL (3.66%); ZZ (10.76%)
1897,RCHTBDJ,SE (71.92%); TL (27.12%); ZZ (0.96%)
1898,RCKMNSW,CH (100.0%)
1899,RCTRYRD,LE (75.68%); LO (24.32%)
1900,RDHAMN,LE (100.0%)
1901,RDLEY,GW (100.0%)
1902,RDLSDWN,SN (87.5%); TL (12.5%)
1903,RDNG732,GW (95.76%); HX (4.24%)
1904,RDNGHLJ,GW (89.21%); HX (0.1%); LS (0.1%); XC (10.59%)
1905,RDNGKBJ,GW (79.7%); HX (0.75%); LS (0.05%); WR (0.06%); XC (0.17%); XR (19.0%); ZZ (0.27%)
1906,RDNGNJN,GW (17.86%); WR (14.29%); XC (67.86%)
1907,RDNGORJ,GW (87.25%); HX (0.14%); LS (0.05%); SW (2.7%); WR (0.09%); XC (9.44%); ZZ (0.32%)
1908,RDNGSJN,GW (49.38%); SW (49.93%); WR (0.14%); XC (0.48%); ZZ (0.07%)
1909,RDNGSLJ,GW (92.23%); HX (7.77%)
1910,RDNGSTJ,GW (94.65%); XC (4.68%); ZZ (0.67%)
1911,RDNGSTN,GW (91.71%); LS (2.44%); WR (1.95%); ZZ (3.9%)
1912,RDNGTCA,GW (95.0%); HX (5.0%)
1913,RDNGTCC,GW (91.99%); HX (8.01%)
1914,REDBDGE,GW (22.64%); LS (0.06%); SW (63.83%); XC (13.47%)
1915,REDCARC,NT (100.0%)
1916,REDGWJN,GW (73.85%); HX (0.36%); LS (0.09%); WR (0.27%); XC (24.81%); ZZ (0.62%)
1917,REDH483,GX (1.35%); SN (41.89%); TL (56.76%)
1918,REDHILL,GX (7.53%); SE (4.3%); SN (24.12%); TL (59.75%); ZZ (4.3%)
1919,REDISHN,EM (14.12%); NT (62.35%); TP (23.53%)
1920,REDRR14,GW (94.78%); XC (5.22%)
1921,REDRR27,GW (95.33%); XC (4.67%)
1922,REDRUTH,GW (100.0%)
1923,REEDHMS,SN (100.0%)
1924,REIGATE,WR (8.57%); ZZ (91.43%)
1925,RENTON,SR (100.0%)
1926,REST402,CS (1.13%); GR (55.64%); LD (8.27%); TP (11.28%); XC (23.68%)
1927,REST403,CS (1.11%); GR (54.34%); LD (9.06%); TP (11.09%); WR (0.18%); XC (24.21%)
1928,RESTSTN,CS (1.29%); GR (61.09%); LD (9.97%); WR (0.11%); XC (27.55%)
1929,RHIL,EM (4.16%); NT (13.67%); TP (82.17%)
1930,RHYL,AW (87.8%); LS (4.88%); VT (7.32%)
1931,RIBLHED,LS (7.69%); NT (80.77%); WR (11.54%)
1932,RICHMND,SW (91.79%); ZZ (8.21%)
1933,RIDGMNT,ZZ (100.0%)
1934,RIGTON,GR (21.86%); NT (78.14%)
1935,RISCA,AW (100.0%)
1936,RISCASJ,AW (100.0%)
1937,RNHAME,CC (92.99%); WR (3.82%); ZZ (3.18%)
1938,ROBY,EM (2.41%); NT (38.52%); TP (59.07%)
1939,ROCKFRY,ME (100.0%)
1940,ROGRSTN,AW (100.0%)
1941,ROLTSTJ,LO (100.0%)
1942,ROMFORD,LE (46.27%); LO (14.12%); XR (39.61%)
1943,ROMILEY,EM (15.38%); NT (58.97%); TP (25.64%)
1944,ROMSEY,GW (25.4%); SW (68.25%); XC (6.35%)
1945,ROMSSLJ,GW (1.95%); SW (97.49%); XC (0.56%)
1946,ROSEST,GR (20.15%); SR (13.43%); ZZ (66.42%)
1947,ROSYTH,SR (100.0%)
1948,ROTHCEN,NT (13.45%); TP (71.43%); XC (15.13%)
1949,ROTHHJN,NT (58.19%); TP (18.99%); XC (22.76%); ZZ (0.06%)
1950,ROWLEYR,CH (4.08%); LM (71.43%); LS (2.04%); XC (22.45%)
1951,ROYAOJN,GW (49.01%); HX (18.21%); XR (32.7%); ZZ (0.07%)
1952,ROYSTON,GN (94.19%); TL (5.81%)
1953,RPLLRRJ,CC (99.06%); WR (0.47%); ZZ (0.47%)
1954,RPLLWJN,CC (77.63%); LO (21.9%); WR (0.19%); ZZ (0.28%)
1955,RSSTTJN,AW (94.88%); VT (5.12%)
1956,RTFD,CS (0.81%); GC (13.26%); GR (78.63%); HT (0.14%); LD (6.76%); ZZ (0.41%)
1957,RTFDLL,NT (100.0%)
1958,RTHERHI,LO (100.0%)
1959,RTHGLEN,SR (80.0%); WR (20.0%)
1960,RTHGNCJ,SR (99.87%); WR (0.13%)
1961,RTHGNEJ,CS (3.97%); GR (0.92%); SR (76.19%); TP (6.68%); VT (9.84%); WR (0.07%); XC (2.25%); ZZ (0.09%)
1962,RTHGNNJ,SR (90.87%); ZZ (9.13%)
1963,RTHGNWJ,SR (89.3%); ZZ (10.7%)
1964,RTHP,NT (10.11%); TP (88.76%); WR (1.12%)
1965,RUGBHOK,ZZ (100.0%)
1966,RUGBLLJ,LM (100.0%)
1967,RUGBNBJ,LM (37.84%); VT (43.24%); ZZ (18.92%)
1968,RUGBTVJ,CS (1.14%); LM (29.72%); LS (0.11%); VT (66.45%); WR (0.48%); ZZ (2.1%)
1969,RUGBY,CS (1.58%); LM (0.19%); LS (0.14%); VT (95.23%); WR (0.44%); ZZ (2.41%)
1970,RUGL,CS (22.22%); VT (64.44%); XC (4.44%); ZZ (8.89%)
1971,RUGLBJN,LM (100.0%)
1972,RUGLTWN,LM (100.0%)
1973,RUGLYNJ,CS (1.8%); LM (16.88%); LS (0.21%); VT (72.65%); WR (0.66%); XC (0.52%); ZZ (7.28%)
1974,RUMNYRB,AW (100.0%)
1975,RUNCORN,AW (26.05%); LM (8.37%); NT (42.79%); VT (21.86%); ZZ (0.93%)
1976,RUNCRNE,NT (100.0%)
1977,RUSCOMB,GW (100.0%)
1978,RWLNDSC,SW (68.75%); XC (31.25%)
1979,RYDS,IL (100.0%)
1980,RYHPGRN,GC (24.31%); GR (2.99%); NT (72.71%)
1981,RYSTNJ,NT (100.0%)
1982,SACTON,LO (60.26%); WR (8.33%); ZZ (31.41%)
1983,SACTONJ,LO (100.0%)
1984,SADWJN,GW (100.0%)
1985,SALFDS,GW (5.1%); GX (7.19%); SN (30.16%); TL (57.54%)
1986,SALWICK,NT (95.33%); VT (4.67%)
1987,SANDH,ME (100.0%)
1988,SASH,GW (84.27%); XC (14.83%); ZZ (0.9%)
1989,SAXILBY,GR (56.52%); NT (43.48%)
1990,SBCH,AW (42.54%); NT (2.81%); VT (49.68%); XC (4.01%); ZZ (0.96%)
1991,SBOURNE,SN (100.0%)
1992,SBRMNDS,SN (100.0%)
1993,SBRMNSJ,SN (97.23%); TL (2.77%)
1994,SBRNWJN,NT (87.54%); TP (12.46%)
1995,SBROUGH,EM (33.08%); TP (63.86%); ZZ (3.07%)
1996,SBURY,LE (100.0%)
1997,SBYD,NT (1.33%); TP (98.48%); WR (0.19%)
1998,SCNTFOB,TP (95.42%); ZZ (4.58%)
1999,SCNTHRP,TP (10.34%); ZZ (89.66%)
2000,SCOTEJN,GW (87.25%); HX (0.14%); LS (0.05%); SW (2.7%); WR (0.09%); XC (9.45%); ZZ (0.32%)
2001,SCROYDN,GX (0.8%); SE (1.24%); SN (67.56%); TL (30.09%); WR (0.04%); ZZ (0.27%)
2002,SCSCLDR,SR (100.0%)
2003,SCTSTNH,SR (99.37%); ZZ (0.63%)
2004,SDEPFA,LO (37.23%); SN (59.85%); TL (2.92%)
2005,SDON,GW (75.0%); WR (4.17%); ZZ (20.83%)
2006,SDONBOU,WR (100.0%)
2007,SDONLY,GW (99.44%); LS (0.56%)
2008,SDONSMJ,GW (100.0%)
2009,SDSD,SN (88.72%); TL (11.28%)
2010,SEAHAM,GC (83.21%); GR (10.22%); NT (6.57%)
2011,SEAMER,NT (100.0%)
2012,SEAMWEV,TP (100.0%)
2013,SELBY,NT (15.38%); TP (84.62%)
2014,SELBYWJ,NT (100.0%)
2015,SELHGRJ,LO (39.73%); SN (59.87%); TL (0.4%)
2016,SELHRST,GX (16.95%); SE (0.72%); SN (80.93%); TL (0.93%); ZZ (0.47%)
2017,SELLING,SE (100.0%)
2018,SELYOAK,LM (39.22%); XC (60.68%); ZZ (0.1%)
2019,SESARDM,SN (100.0%)
2020,SETTLEJ,LS (0.59%); NT (93.49%); WR (5.92%)
2021,SEVNSIS,LE (61.57%); LO (38.43%)
2022,SEVTNLE,GW (98.22%); LS (0.08%); XC (1.29%); ZZ (0.42%)
2023,SEVTNLJ,AW (1.12%); GW (68.26%); LS (0.08%); XC (22.82%); ZZ (7.71%)
2024,SEVTNLW,GW (98.22%); LS (0.08%); XC (1.29%); ZZ (0.42%)
2025,SFLTJN,ES (35.11%); SE (64.89%)
2026,SHADWEL,LO (100.0%)
2027,SHADXO,LO (100.0%)
2028,SHALFD,GW (97.07%); WR (0.46%); ZZ (2.47%)
2029,SHALFDJ,GW (37.62%); SW (60.53%); WR (0.08%); XC (0.9%); ZZ (0.87%)
2030,SHAPHNS,CS (5.01%); LS (0.26%); TP (39.84%); VT (54.22%); WR (0.66%)
2031,SHAPSMT,CS (5.02%); LS (0.4%); TP (40.03%); VT (54.1%); WR (0.46%)
2032,SHAWFD,SW (78.95%); XC (21.05%)
2033,SHAWFDJ,SW (84.28%); XC (13.74%); ZZ (1.98%)
2034,SHAWFUJ,LS (0.13%); SW (86.1%); XC (12.17%); ZZ (1.6%)
2035,SHBRYLJ,CC (99.01%); WR (0.26%); ZZ (0.73%)
2036,SHCKLGJ,SW (99.96%); ZZ (0.04%)
2037,SHEETSJ,EM (70.39%); NT (0.09%); WR (0.06%); XC (27.39%); ZZ (2.08%)
2038,SHEFFLD,ZZ (100.0%)
2039,SHEFS77,EM (68.22%); NT (31.78%)
2040,SHENFLD,LE (91.92%); XR (7.41%); ZZ (0.66%)
2041,SHENFUL,LE (100.0%)
2042,SHERBRN,SW (100.0%)
2043,SHFD,CS (7.81%); GR (1.81%); SR (52.54%); TP (13.17%); VT (19.38%); XC (4.44%); ZZ (0.85%)
2044,SHFTHLJ,CS (0.96%); GC (10.99%); GR (62.82%); HT (10.71%); LD (7.96%); NT (1.27%); TP (0.92%); XC (4.22%); ZZ (0.16%)
2045,SHIFNAL,AW (65.79%); LM (13.16%); VT (21.05%)
2046,SHILDMR,CS (6.76%); GR (4.48%); SR (10.9%); TP (26.94%); VT (41.64%); XC (7.94%); ZZ (1.35%)
2047,SHIP,AW (61.47%); GW (9.66%); LM (28.75%); ZZ (0.12%)
2048,SHIRLEY,LM (100.0%)
2049,SHLDJN,SR (99.23%); ZZ (0.77%)
2050,SHMPSTD,LO (100.0%)
2051,SHOLING,GW (40.0%); SW (60.0%)
2052,SHOTTON,AW (62.85%); LS (0.48%); VT (31.6%); ZZ (5.07%)
2053,SHPDSB,LO (76.95%); WR (9.22%); ZZ (13.83%)
2054,SHPRTBJ,GN (20.52%); LE (33.12%); TL (38.16%); XC (8.21%)
2055,SHPRTH,GN (31.58%); TL (68.42%)
2056,SHPSHLA,LO (8.46%); SE (36.15%); SN (50.0%); TL (3.08%); ZZ (2.31%)
2057,SHPY,GR (52.05%); LS (1.17%); NT (43.27%); WR (3.51%)
2058,SHPYDJN,GR (6.99%); LS (0.06%); NT (92.76%); WR (0.19%)
2059,SHRBREJ,EM (94.29%); ZZ (5.71%)
2060,SHRDHST,LO (100.0%)
2061,SHRHMBS,SN (96.96%); TL (1.52%); ZZ (1.52%)
2062,SHRKSEJ,EM (39.84%); NT (57.95%); ZZ (2.21%)
2063,SHRKSKS,NT (100.0%)
2064,SHRMKT,SE (100.0%)
2065,SHRTLND,SE (93.2%); TL (5.83%); ZZ (0.97%)
2066,SHRTLNJ,SE (73.65%); TL (25.08%); ZZ (1.26%)
2067,SHRW34,ZZ (100.0%)
2068,SHRWBAF,AW (36.85%); LM (58.01%); LS (0.77%); VT (4.37%)
2069,SHRWBY,AW (59.57%); LS (29.79%); ZZ (10.64%)
2070,SHRWEBJ,AW (99.58%); ZZ (0.42%)
2071,SHRWSBJ,AW (99.64%); ZZ (0.36%)
2072,SHTLSTN,CS (49.02%); SR (50.98%)
2073,SHTT,CS (24.53%); VT (21.7%); XC (33.96%); ZZ (19.81%)
2074,SHVN,SR (76.42%); XC (12.58%); ZZ (11.01%)
2075,SIBSEY,EM (100.0%)
2076,SIDCUP,SE (99.67%); ZZ (0.33%)
2077,SILCRFT,NT (100.0%)
2078,SILEBYJ,EM (95.78%); XC (2.62%); ZZ (1.6%)
2079,SKELTNB,CS (16.9%); GR (8.45%); LD (45.07%); NT (5.63%); TP (19.72%); WR (4.23%)
2080,SKELTON,CS (0.53%); GC (5.09%); GR (29.92%); LD (4.39%); LS (0.04%); NT (18.56%); TP (26.83%); WR (0.18%); XC (14.39%); ZZ (0.09%)
2081,SKENTON,LO (7.83%); LT (92.17%)
2082,SKEWEN,AW (26.47%); GW (73.53%)
2083,SKIRBYJ,GC (2.21%); GR (37.62%); NT (37.9%); TP (4.55%); XC (17.42%); ZZ (0.3%)
2084,SKLWJN,NT (100.0%)
2085,SKPT,LS (100.0%)
2086,SLADEGN,SE (85.96%); TL (12.28%); ZZ (1.75%)
2087,SLADGD,SE (97.3%); ZZ (2.7%)
2088,SLADGEX,SE (100.0%)
2089,SLATEFD,CS (14.31%); GR (5.27%); SR (9.54%); TP (29.13%); VT (26.54%); WR (0.2%); XC (12.92%); ZZ (2.09%)
2090,SLCT,SR (100.0%)
2091,SLDLJN,AW (8.99%); EM (4.51%); NT (50.35%); TP (15.93%); VT (13.78%); XC (6.35%); ZZ (0.09%)
2092,SLEFDNJ,EM (100.0%)
2093,SLEFDSJ,EM (100.0%)
2094,SLEHOPE,CC (46.51%); WR (13.95%); ZZ (39.53%)
2095,SLEIESB,EM (53.85%); ZZ (46.15%)
2096,SLFDCT,NT (15.03%); TP (84.31%); VT (0.67%)
2097,SLFDORD,NT (48.09%); TP (51.05%); WR (0.59%); ZZ (0.27%)
2098,SLHRSTD,LO (44.35%); SN (52.17%); TL (3.48%)
2099,SLIGHTJ,CS (3.66%); LM (51.35%); LS (1.54%); VT (4.34%); WR (0.19%); XC (34.3%); ZZ (4.62%)
2100,SLKSTRJ,EM (5.19%); TL (94.07%); ZZ (0.74%)
2101,SLNYJN,AW (85.66%); LS (0.14%); VT (10.86%); ZZ (3.35%)
2102,SLOCHD,CS (8.92%); GR (8.11%); SR (71.6%); ZZ (11.36%)
2103,SLOUGH,GW (96.28%); HX (0.66%); LS (0.1%); WR (0.12%); XR (2.26%); ZZ (0.58%)
2104,SLOUGHW,GW (66.34%); XR (33.66%)
2105,SLSBRY,GW (6.06%); SW (51.52%); ZZ (42.42%)
2106,SLSBTJN,GW (24.74%); SW (74.29%); ZZ (0.96%)
2107,SLTHWTE,TP (97.44%); WR (2.56%)
2108,SLTMRSH,GR (44.44%); NT (55.56%)
2109,SLWDJN,SE (96.92%); ZZ (3.08%)
2110,SMALBRK,IL (100.0%)
2111,SMHLTUN,SE (100.0%)
2112,SMILFD,NT (4.76%); TP (95.24%)
2113,SMLHTH,LM (100.0%)
2114,SMLHTHS,CH (26.12%); LM (63.26%); TY (1.03%); XC (9.58%)
2115,SMRLYTN,LE (100.0%)
2116,SMTHKRS,AW (20.87%); LM (20.87%); VT (34.78%); XC (23.48%)
2117,SMTHWKW,CH (4.75%); LM (93.29%); LS (0.16%); XC (1.8%)
2118,SNAITH,NT (100.0%)
2119,SNBKJN,EM (98.84%); ZZ (1.16%)
2120,SNDBNKJ,GR (85.84%); TP (14.16%)
2121,SNDHRST,GW (100.0%)
2122,SNDOWN,IL (100.0%)
2123,SNDRLND,GR (43.75%); NT (56.25%)
2124,SNDWDUD,AW (21.05%); LM (26.32%); VT (30.7%); XC (21.93%)
2125,SNDY,CS (0.59%); GC (9.67%); GN (4.34%); GR (73.28%); HT (6.69%); LD (4.93%); TL (0.15%); ZZ (0.35%)
2126,SNSTJN,GX (10.23%); SE (0.66%); SN (42.69%); TL (46.11%); WR (0.02%); ZZ (0.28%)
2127,SNWDNAN,SE (100.0%)
2128,SOAVPWY,LM (100.0%)
